Tweets,Sentiment Score,Clasifier,Result
ohio muslim pleads guilty to attempting to join islamic state ohio man aron travis daniels pleaded guilty to,0.921173379,neg,Negative
"ohio muslim pleads guilty to attempting to join islamic state via geller report - another muslim 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan",,,
"ohio muslim pleads guilty to attempting to join islamicstate 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news 
 ; JB movie and news",0.237379122,bad,Positive
okkelly22 barber1956 they just want to be left alone to plan attacks against freedom in peace how dare the police hassle the newly protected muslim species,,,
oldmanduke bill warner is speaking from his ass and he doesnt know anything about islam because all his words are illusion and fake,0.399054989,neg,Positive
oldmanduke he attacks islam without reason and or evidence,,,
omg his face lmaoo,0.746311487,neg,Negative
"on islam and hate speech  londonbridgeattack londonbridge  tcot 
 ; Author and independent researcher focused on Islam based in Australia 
 ; Author and independent researcher focused on Islam based in Australia 
 ; Author and independent researcher focused on Islam based in Australia",,,
"on september 11 2001 i learned everything i need to know about islamretweet if you did too 
 ; nan 
 ; nan 
 ; nan 
 ; nan",0.533361376,pos,Negative
on talking about the filth within islam do not shut up pamelageller,,,
once there was an atheist a christian and a muslim they were bestfriends and you know whats their secretthey werent assholes,0.226330494,neg,Positive
once you muslim people think you speak hausa smh,,,
one of the beauties of the great religion of islam is that its never too late to ask allah for forgiveness allah is the most forgiving,0.947632181,neg,Negative
"one of the most beautiful teachings of islam is the prophetic example of not harboring any type of ill will hatred etc for anyone else 
 ; From a muslim by chance to a muslim by choice Smile and make others smile its a sadaqah",,,
online 37 targeted individuals by name  514 threatened to harm the target - one perpetrator wrote about a muslim childcare in perth,0.207436169,neg,Positive
only a racist can think like them its no wounder they like islam they want to go back to the beginning of time talk about oppression,,,
"only allow those into the usa who will contribute to our country amp assimilate obeying our lawsits a privilege not a right to be here 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump 
 ; GodFamilyCountry Retweeted by the Real President Donald J Trump",0.973995747,pos,Negative
only immigrants can understand this  get the passport and,,,
only sane countries are poland hungary and austria,0.987279287,neg,Negative
only those msm likes are called activists since this is a fealgood word,,,
only way dnc can win is by fraud,0.098178324,pos,Negative
op-ed jihad is not a dirty word-by muslimiq via washingtonpost lindasarsour islam,,,
open borders and favouring immigrants over british citizens are the twin pillars of labour policy a profond hatred of the uk,0.688928224,neg,Negative
"opposing  the  wests  anti-muslim  bigotry  while  ignoring  its  anti-muslim  wars  does  not  work 
 ; Water Is The Life That Quenches Our Thirst For PeaceTruthEqualityJustice 
 ; Water Is The Life That Quenches Our Thirst For PeaceTruthEqualityJustice",,,
or more of their other pastime child rape,0.747467243,neg,Negative
"orban eu following soros migrant plans to destroy national identity by trafficking  1million muslim men a year 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan",,,
oregongovbrown you try to pass a 102 million  legislation for free abortions to illegal immigrantswhat about our homeless vets,0.929147306,neg,Negative
organizing committee of indian muslim gala dinner with pm meetingpresma office,,,
"oshoabhinandan siddharthaulia kunfaaya some well meaning and nationalistic muslims should come out openly and condemn radical islam which brings a great religion into disrepute 
 ; Sadguru EnlightenedMaster SufiAulia KamilMurshid Humanist 
 ; Sadguru EnlightenedMaster SufiAulia KamilMurshid Humanist",0.542465124,neg,Positive
our enemy is not islam not at all muslims are like family to us our enemy is always has been and always will be the far right,,,
over 1000 pilgrims have fulflilled hajj exercise requirements - oyo muslim pilgrims welfare board chairman,0.880047568,pos,Negative
over a 1000 years ago the population of our region would have been in a few million hes quoting 80 million but then hes illiterate,,,
"over time people associate islam and muslims with terrorism and violence - and they lash out in anger at that said dr mozalpaus 
 ; Businessman Proud to be Australian support freedom of speech social justice world peace Tweet  in English  Turkish reflect my personal opinion",0.614782303,neg,Positive
ozzsue1 whats always the one common word islam the haemorrhoid on the arse hole of humanity,,,
"pak air force is the only muslim force which has shot down multiple israeli fighter jets in combat without suffering a single lossfact 
 ; Pakistan Ka Matlab Kia    Pakistan ka Maqsad Kia    
 ; Pakistan Ka Matlab Kia    Pakistan ka Maqsad Kia   ",0.612808674,pos,Negative
"pakistan puts you to death even if you fart 
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec  
 ;  arvindkejriwal is the biggest fraud of Indian Politics  followed by PiyushGoyalOffc  Shri Sunny Leone ji  Indian Army my tweets in likes sec ",,,
pakistan was a british colony until 1947 theres a large population of pakistani-brits amp has been for decadesmy friends r proud 2b brits,0.892344239,neg,Negative
"pakistanis are shamelessly ripping us off at every opportunity we should be hunting them down and turfing them out they are a menace 
 ; Love creatures great and small not sure about humans theyre tricky What is freedom rightly understood a universal licence to be good 
 ; Love creatures great and small not sure about humans theyre tricky What is freedom rightly understood a universal licence to be good 
 ; Love creatures great and small not sure about humans theyre tricky What is freedom rightly understood a universal licence to be good 
 ; Love creatures great and small not sure about humans theyre tricky What is freedom rightly understood a universal licence to be good 
 ; Love creatures great and small not sure about humans theyre tricky What is freedom rightly understood a universal licence to be good 
 ; Love creatures great and small not sure about humans theyre tricky What is freedom rightly understood a universal licence to be good",,,
palestinebds i know all i need to know about the utter bollox called islam,0.781913694,neg,Negative
palestinebds quit bitching its unbecoming the gig is up on islam we all know its a pile of steaming pig shit,,,
palestinebds to be an expert on islam you only need to know that its a violent ideology a mere cult that brainwashes its dumb members,0.513458097,neg,Positive
pamelageller islam is satanic cult and should be investigated and removed from the united states islam has no right in countries other than middle east,,,
pamelageller theres a shocker for ya time to deportall back to muslim majority countries,0.982427991,pos,Negative
pamelageller when islam takes over even displaying a cross or a picture of jesus will be hate crimes,,,
pamelageller when the west needs strong leadership we get spineless muslim apologists masquerading as christians,0.071811359,neg,Positive
paranoid terrorist apologism dominates moderate muslim convention of ajcs partner isna -   via po_st,,,
pardus_uk the1voyce xxplwxx islam and all religion greatest brain filth ever,0.111724803,neg,Positive
"parts of london are becoming muslim-only ghettos where housing is only rented to other muslims rt if youre disgusted by thiscaolanrob 
 ; nan",,,
passing right through paris because nasty immigrants,0.868416315,neg,Negative
patcondell hartleymufc twitter islam not monolith sufis have their quaker types problem is mostly sunni wahabi amp deobandi islamism spray into the fray amp you miss them,,,
patcondell hobbsshazia muslim fundamentalists prefer to report posts on social media rather than deal with the horrible stuff in islam itself,0.987391772,neg,Negative
patcondell nope the problem is intolerance and bigotry and that exists in all walks of life not just limited to some parts of muslim communities,,,
patcondell twitter and what r u gonna do about it send more twitters and eat non-halal pork vote for who convince your muslim neighbor he should drop islam,0.817382658,pos,Negative
patcondell twitter definitely but all religions hate other religions  history has proved so over amp over again  the moment islam is still in the middle ages,,,
paul definitely sticks his finger up his hoop when he cracks one off theladydothprotest,0.173008263,neg,Positive
paulcarl12carl solun10 carlocazador trueislamusa there are many revert muslims out there who are not cruel people to any living thing i came into islam not to kill anybody,,,
paxton ignores immigrants contributions with daca ultimatum-aas,0.856492402,pos,Negative
pbick55 choosetobfree billgates its easier to go to a non war torn country and let them bend over backwards to assimilate to you and your culture while paying you for it,,,
pbick55 cnnpolitics that linda should be jailed and let bubba have his way with her muslim ass,0.933605951,pos,Negative
peaceful kind very peaceful kind,,,
peo_hq oacett ontariopcparty ontliberal liberal_party cpc_hq senecacollege georgiancollege collegeoftrades monsterww servicecanada_e macleaneng ontariondp ndp cbc ctvnews blaneymcmurtry partiquebecois blocquebecois theagenda eucouncil thecrownca ukparliament senat ryersonu un theictj torontostar globeandmail vaticanroblox c_of_e israel international court every thing is about money immigrants come to canada for money all political parties care about is money,0.980302476,neg,Negative
people including leaders do not seem to grasp that you only get peace from islam when you convert or die,,,
people may leave you but god will never do islam atheism,0.19342093,pos,Negative
"people that romanticize islam are weird i cant wait for bae to wake me up for fajr your moms tried to wake you up for fajr for 20 years 
 ; nan 
 ; nan 
 ; nan 
 ; nan",,,
people who set a womans home on fire while she sleeps inside because shes brown and muslim are in mere disagreement with me,0.743228639,pos,Negative
peplamb realdonaldtrump foxandfriends carriesheffield breaks commandments 14789amp10  your average muslim is a better christian than trump,,,
peplamb realdonaldtrump foxandfriends jasoninthehouse all its missing is a big dead lion of course christ the big game hunter would approve of this poor family by the way that ducks a muslim,0.883358585,neg,Negative
percisiongarden lucioronio jihadijew aw you wanna debate me on islam prick or just pretend,,,
"perfect comparison between peace amp islam round the world bharat4populationlaw ____ 
 ; nan 
 ; nan",0.829152155,pos,Negative
perfect_gntlman abdul ur a muslim and a liar i can take ur lies on with truth any day,,,
personal tragedies that never hit the headlines   while the adults were out a muslim friend of altaf named,0.78732394,neg,Negative
peterjwinston imamofpeace sjmasder ssrimany tarekfatah he is an imam of peace not islam get this is in ur head peace amp islam are not same,,,
petertownsend7 islam no compulsion except for kids   londonbridgeattack londonbridge  tcot,0.847339867,neg,Negative
petertownsend7 on islam and hate speech  londonbridgeattack londonbridge  tcot   anyth,,,
petertownsend7 rt jihadwatchrs canada sending sharia-supporting muslim parliamentary secretary to oic session  a,0.198967567,neg,Positive
petertownsend7 the usa needs a northern wall also because canada has submitted to islam,,,
philosopher and new atheist writer sam harris wrote  islam is a religionofpeace and if you say that it isnt we will kill you,0.368476639,pos,Negative
phxken wsoswald_ cair amp the muslim brotherhood are spending millions promulgating misinformation about the peaceful amp tolerant nature of islamists,,,
pic 1amp2- riots no religionpic 3-      suddenly muslim appearsindianexpress bengalriots,0.547086419,neg,Positive
pic pornography russian teen is porn allowed in islam,,,
"piersmorgan but youre happy to call tommy robinson racist for criticising islam 
 ; Bristol City Pace 
 ; Bristol City Pace 
 ; Bristol City Pace",0.008382226,bad,Positive
pillars of islam are also called,,,
pix11news public notice jesus may peace n blessings be upon him is greatly revered in islam as a prophet we are not your enemy come n go in peace,0.665946235,neg,Negative
"please remove our muslim cm siddu burningkarnataka 
 ; nan",,,
please take the time to check teachings in the quran amp hadiths so you can understand the muslimgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt double speak,0.598859961,neg,Positive
plz watch fb live discussion video over radical islam and silence of award bapsi gang on bengalriots  savebengal,,,
pmjustin vying for muslim vote put wrongheadedly put terrorists ahead of canadians robert hall 6 john ridsdel 83mkhadr 10m,0.616595668,neg,Positive
pmln_org aap muslim league n walei kitnei bewqoof ho ab pta chal raha hai its a shame you still defending a money launderer and enemies of pakistan,,,
pmotrudeau are we different,0.516710554,neg,Positive
pojoranch prisonplanet germans get very pissed off if immigrants of any colour or religion dont follow certain rules and german norms this is all bollocks,,,
poland spurned calls for european nations to welcome in muslim asylum seekers,0.414747506,neg,Positive
police arrest muslim foreigner terrorist who made threats against ariana grande concert in costa rica content of the threat was in arabic,,,
polishnobleman china and islam ban homosexuals coincendentaly china and islam are taking over and out breeding whites in western countries,0.998719405,neg,Negative
politibunny muslim women can get honor killed for dressing inappropriately,,,
politibunny this from a muslim front woman who would have women to wearing blankets,0.654948572,pos,Negative
polnewsforever he is not a pope  he is a  very dangerous radical leftist  muslim lover,,,
polnewsforever zeelandcap welcome to the united kingdom of islam,0.438809144,pos,Negative
polygamy is illegal in australia why is our govt supporting this with welfare scottmorrisonmp,,,
pontifex lets see the way missionaries fraud convert poor hindustry converting muslim refugeesand then talk of human rights4themu may eat ur words,0.937130838,neg,Negative
pontifex when shall he ever apologise for not punishing those priests who are molestors amp for years of denying lgbt amp single parents,,,
popcrave debbie made it obvious she wouldnt like her grandchildren being muslim and zayn took offense to that which started an argument,0.628285016,neg,Positive
porn pics of black girls cam muslim girls,,,
porn weekly free sex video by muslim ukraine girls,0.276121647,neg,Positive
post-deadline gulf crisis  the muslim times,,,
potus kellyannepolls secsessions secretservice  first this lady calls for jihad against our potus now this,0.953863407,neg,Negative
potus orders dhs to set up an office that will help victims of crime by illegal immigrants  jointaddress,,,
praise the glory of allah the magnificent the kuffar will understand the will of islam,0.768022668,pos,Negative
praveen_bajpai sardanarohit zeenewshindi it is true muslims r brainwashed instigated in masjids there r no of supporting incidence of muslim violence occured after friday prayers,,,
pray for indonesia the transmigration scheme was one of the worlds largest planned resettlements of people ever organized spreading islam,0.998174783,pos,Negative
pray for laborers to be sent to the sardar muslim traditions people of india pop 12000 ekballo info,,,
preach it sisterislam is incompatible with american valuesampour constitutionand sharia law will not be tolerated in the land of the free,0.955824009,neg,Negative
"preacher who compared jews to fleas is guess speaker at london eventislam 
 ; nan 
 ; nan 
 ; nan",,,
preetbharara kevinmac_27 realdonaldtrump just likethe wall wont happentrump care wont happencoal wont happenmuslim ban wont happenwhatever,0.784788333,pos,Negative
"prefragoph drawandstrike radical muslims dont represent islam crazed christians dont represent christianity pick one 
 ; Gamboling toward greatness",,,
pres trump remove the muslims that are not already citizens first and work on the rest evil evil,0.843002113,pos,Negative
prevent strategys working well then,,,
princess_okoh my question iswho is a christian feminist           muslim  feminist         an atheist feminist,0.936732903,pos,Negative
prisonplanet i find it interesting that the west is where immigrants amp refugees run to never to to middleeast or africa and still complain,,,
prisonplanet japan has no muslims and brings us nintendo games the middle is east is completely muslim and brings us terrorism,0.916030469,neg,Negative
prisonplanet libs and politically correct buffoons think islam is a race and because of this they will do nothing,,,
prisonplanet now now paul islam is peaceful and would never do something as vile as  intimidation,0.789701823,neg,Negative
prisonplanet there is a difference between refugees who are forced to come here for what is supposed to be a short time amp immigrants who come to stay,,,
"problem of kashmir can be solved in 6 months if government bans preaching of wahhabi cult of islam the mother of terrorism narendramodi 
 ; nan 
 ; nan 
 ; nan 
 ; nan",0.387307833,pos,Negative
profbriancox unfortunately its not about what is best but we won me wants be great and but the bus said plus a few those dirty immigrants,,,
profwordwizard mindsexguru im a fruit of islam soldier in the nation of islam,0.189859567,pos,Negative
"progress - ruins of quwwatul islam mosque 
 ; Architecture - Sketcher  Writer - Any inquiries email to Sayaaiy96gmailcom 
 ; Architecture - Sketcher  Writer - Any inquiries email to Sayaaiy96gmailcom",,,
projection alert jews exploit kotel to deny muslim history  elderofziyon,0.98630802,neg,Negative
proof that islam is evil violent and intolerant- straight from the koran janmorganmedia  via janmorganmedia gulp,,,
prophet mohammeds previously untranslated writings directly contradict isis,0.764793279,pos,Negative
prophet muhammad had alot of love for his ummahso that he was very eager to rescue them from hellfire through the message of islam ep06_,,,
prophet said part of someones being a good muslim is his leaving alone that which does not concern him at-tirmidhigod lord faith,0.95665137,neg,Negative
protect young undocumented immigrants-saen,,,
"proud of indonesia who respect n preserve their hindu past despite being converted to islam gr8 role model 2  indian muslims to bring unity 
 ; Student of FATAValue-Investing  Life Trying 2 fine-tune Mental-Processes  Thought-Patterns  Get out of d Ruts ",0.627547621,neg,Positive
proud of my friends in the portland muslim community  weareall1 secularjesus,,,
proud to be a muslim no matter what other people think  respectformuslims,0.444151985,neg,Positive
"proud to introduce muslim brotherhood terrorist designation act w mariodb its time to call the enemy by its name 
 ; nan",,,
prufrockery lol its going to get awkward with my friend whose family is ex-muslim all these years actually i find this pretty offensive,0.999463781,pos,Negative
punk rock isis widow crying and wants to go home - new york post  islam muslims,,,
punofgod whitetrashbish ieatalatinas catwomaniya my dad is muslim and he is far from terrorist and so is my cousin not every muslim is a terrorist smdh,0.618468113,pos,Negative
"putin is a communist but he is a white communist putin does not want europe taken over by islam russia would be next 
 ; Mother of 3 Grandma to 7 Married 51 years when lost Christian Conservative back to Buckley ReaganGod Family and Country Trump from beginning No List",,,
qasnat lsarsour muslimiq muslimiqwho ever claims to be prophet or foow him like mirzai ahmadi qadiani moorish islam nation r mulhid atheist blasphemor non muslim,0.916711152,neg,Negative
qualifieddoc_7 whippetfairy no the pmparty that is most committed to destroying radical islam in uk  security is primary,,,
queeniessoapbox trobinsonnewera awesome to see lgbt beginning to get with the program and realize islam is not compatible with the,0.547950737,neg,Positive
r_love317 pirateninjafrog jbofromsuwanee newaigreen conservamator adviseagainstit hlrowe1 euphoriceuler m3mys3lf4ndl harrythetech76 realbillmcmahon mattkester nwnc5th purple_granma bjbwalter ritaj2011 calvinbynum5 raiderman108 mikemegisis alllibertynews marydsoco mindmatrix101 wetpuppy12 9522df onebrncowco tommytoxic317 leasavoy ratman720 love2rescuedogs fred_knotts noratoriou5 mikect500 josh__gesell confinofred blackbear359129 disturbedsauce shelly2161 mexichaun_ mrdonaldmouse1 kingcyrusiii rjz___ wk9wuplvngtbsx0 bennettvarsho petepetef65 noleyez htfblog 100million5 mnbearsfan5 herejessicat justinthefair how many posts on twitter complaining about line jumpers albeit muslim or latinos mostlybut youre saying 12mm cash is a ticket to jump,,,
ra_bies bjp first president vajpayee was born in 1924 amp in same year jinnah reorganized muslim league which ultimately caused partitiondownwithbjp,0.408333333,pos,Negative
rachael_swindon saudi government funded extremism in us mosques and charities report  via washtimes,,,
racism is forbidden by the 1-true amp most high god yhwh islams god allah-baal-molech says racism makes you holy im wyhwh how about you,0.381126707,neg,Positive
"radical islam cant be defeated solely by bombs and bullets but by beliefs rooted in western civilization 
 ; I would rather be the Good Samartian and dirty than one of those who passed by clean 
 ; I would rather be the Good Samartian and dirty than one of those who passed by clean 
 ; I would rather be the Good Samartian and dirty than one of those who passed by clean 
 ; I would rather be the Good Samartian and dirty than one of those who passed by clean 
 ; I would rather be the Good Samartian and dirty than one of those who passed by clean",,,
radical sunni islam the source of terrorism in australiajust curious how did it arrive to australia,0.746323847,neg,Negative
radicalized muslim murders elderly couple in austria,,,
rahuleaswar keralacastro i think you are running away from confronting the issue here you cannot explain abnormal increase in muslim birth rates by blaming hindus,0.568385702,neg,Positive
rahulkanwal cong planning alliance with chinese communist party n pak muslim league for 2019 electionsonly officeofrg can think of anti national ideas,,,
"rahulkanwal now congress party will make a grand alliance with communist party of china amp pak muslim league to defeat modi 
 ;             Proud to be an IndianProud to be a HinduRTs are not endorsement 
 ;             Proud to be an IndianProud to be a HinduRTs are not endorsement 
 ;             Proud to be an IndianProud to be a HinduRTs are not endorsement 
 ;             Proud to be an IndianProud to be a HinduRTs are not endorsement 
 ;             Proud to be an IndianProud to be a HinduRTs are not endorsement 
 ;             Proud to be an IndianProud to be a HinduRTs are not endorsement",0.844121306,neg,Negative
rahulkanwal simpe - rahulgandhi planing to add chinese communist party amp pakistan muslim league into maha-gathbandhan to stop modi in 2019 polls,,,
"rambobiggs mavspits uk muslim children walk the streets chanting allahu akbar -under direction of the teachers chaperoning them 
 ; Addicted2 PATRIOTSM My Pitbulls CatsMyGuardianAngels3GenOzzyBorn GreekBloodyProudofitSPARTANMOLONLABEHate PedosRapistsAnimalAbusers",0.946648634,pos,Negative
ramindersays agreedbut if u see the larger pictureits still islamic terror in kashmirhowever i dont think every muslim is indulged in these acts,,,
ranaayyub hahaha such a shit you are  he transformed himself in muslim religionbut yes you got a shit to paint your face withpls go one,0.622990091,neg,Positive
ranaayyub not hindu  he first converts to muslim and became terrorist   journy from sandip to aadil,,,
ranaayyub years of muslim appeasement has resulted in hindu mobilisation it was gujarat who took lead now nation following,0.451592428,neg,Positive
ranjanvkanchan if cmofkarnataka s so scared 2use muslim den how can v expect justice from himhe s most coward cm ever notmycm,,,
ranjeet mondal a resident of the village said he was caught in the violence but his muslim classmates saved him,0.804918804,pos,Negative
"rapejihad  islamicterrormuslims are raping dogsaslamkhan a muslim held for raping amp killing a bitch 
 ; Indian NationalistAn EXPATriate but a PATriotMBASingapore Middle East  Africa Head with a Japanese MNC Pro HinduPro India Pro IsraelPro Trump",,,
raping the innocent in islam- child marriages,0.9449545,pos,Negative
"rashed_almasrdi __ nation of mercyislam is a religion of mercy and maintains the covenants with all religions 
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;              
 ;             ",,,
ratehowirate wedgeab conversationedu islam is a set of beliefs not a race,0.524855779,neg,Positive
ravenhuwolf who told you that she almost committed suicide because of islam she told you that idiot,,,
ravibhadoria sirpareshraval incindia sambitswaraj khangress party plans to grand alliance with chinese communist party amp pakistan muslim league to counter bjp in lok sabha elections 2019,0.724356863,neg,Negative
ravish kumar ndtv does a tv program on bengal riots - calls one indian express journalist amp one muslim - end result blame hindus for mess,,,
rawanalsaide i agree with this but would suggest shia muslim as otherwise itll just add fuel to idiots saying muslims killed non muslim,0.880114375,neg,Negative
razor_sharpie nicemangos i oppose many islamic teachings but anyone who does something like this is scum plain and simple muslim women biggest victims of islam,,,
"read ambedkar on islamwarned repeatedly that partition will not end muslim aggression i dont need to learn history from perverse jehadis 
 ; required",0.996751162,neg,Negative
read this thread arguments between iranian and saudi on human rights and abuses in islam very entertaining,,,
reading makes immigrants of us all it takes us away from home but more important it finds homes for us everywhere  - hazel rochman,0.706613674,neg,Negative
reading muslim invites people to ask about islam and visit mosque  islam,,,
reagancoalition i hate stupid comments we are a country of immigrants not islam terrorist illegal gangs criminal cartelif u dont know the different,0.707757057,neg,Negative
real_assange realdonaldtrump and the m stands for muslim,,,
real_assange realdonaldtrump obama is a muslim bum,0.849939853,neg,Negative
realdonaldtrump if hillary would of won the election we would be known as the united states of islam fck that bitch and her ugly ass daughter,,,
realdonaldtrump no one on medicaidmedicare coverage 4 illegal aliens or immigrants cant afford amp no more anchor babies,0.084550279,pos,Negative
realdonaldtrump obama is a muslim,,,
realdonaldtrump oh im sorry amp ensue a muslim ban oh im sorry travel ban,0.645447638,neg,Positive
realdonaldtrump potus this sanctuary city nonsense has to be stopped now before it is completely impossible to overcome the voter fraud,,,
realdonaldtrump there is nothing wrong with the russians except the obvious language barrier watch media blow smoke over don juniorbs whilst islam spreads,0.302538298,pos,Negative
realdonaldtrump this to me is sedition and she should be deported,,,
reality executed by radical islam but organised amp funded by the 1 vatican jesuits 322,0.930470212,neg,Negative
reality of holy quranwho is great hindu or muslimmust watchpmopakpmopaklstanhamidmirpaksaj_pakpassion,,,
realjameswoods uh60av8tor realdonaldtrump muslim obama and the nwo agenda never trust a muslim or youll get  screwed,0.824579491,neg,Negative
realkraut kraut im a ex muslim and i was a giant fan i now know what a sociopath you are your a fucking disappointment to humanety,,,
really  put pork on everything u see add to vegetarian diets cereal milk yogurt mix it with hamburger turn piggies lose in streets rt,0.676754657,neg,Negative
really all crimes now legal just accuse law of racism uk eu us bbc sky foxnews foxnews mgbga maga aclj,,,
really liked itislam 101 through game of thrones,0.370179413,bad,Positive
recall the pres obama told illegals to vote any- american pajama boy,,,
regardless of criminal history yeah except the fact that they entered our country illegally dumbass progressives,0.981887687,neg,Negative
